#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNA2	PCLAF	9606.ENSP00000481380	9606.ENSP00000300035	0	0	0	0	0.757	0	0	0.551	0.886
CCNA2	PLK1	9606.ENSP00000481380	9606.ENSP00000300093	0	0	0	0	0.757	0	0	0.836	0.958
CCNA2	TPX2	9606.ENSP00000481380	9606.ENSP00000300403	0	0	0	0	0.860	0	0	0.691	0.954
CCNA2	RRM1	9606.ENSP00000481380	9606.ENSP00000300738	0	0	0	0	0.522	0	0	0.489	0.745
CCNA2	CDT1	9606.ENSP00000481380	9606.ENSP00000301019	0	0	0	0	0.605	0.851	0.400	0.737	0.989
CCNA2	CDC25A	9606.ENSP00000481380	9606.ENSP00000303706	0	0	0	0	0.515	0.079	0.500	0.741	0.934
CCNA2	CKAP2L	9606.ENSP00000481380	9606.ENSP00000305204	0	0	0	0	0.689	0	0	0.159	0.727
CCNA2	FEN1	9606.ENSP00000481380	9606.ENSP00000305480	0	0	0	0	0.777	0.328	0	0.437	0.908
CCNA2	SHCBP1	9606.ENSP00000481380	9606.ENSP00000306473	0	0	0	0	0.736	0	0	0.251	0.793
CCNA2	ESCO2	9606.ENSP00000481380	9606.ENSP00000306999	0	0	0	0	0.713	0	0	0.153	0.746
CCNA2	MCM7	9606.ENSP00000481380	9606.ENSP00000307288	0	0.021	0	0	0.704	0	0.400	0.728	0.947
CCNA2	CKS1B	9606.ENSP00000481380	9606.ENSP00000311083	0	0	0	0	0.489	0.976	0.500	0.905	0.999
CCNA2	ZWILCH	9606.ENSP00000481380	9606.ENSP00000311429	0	0	0	0	0.493	0	0	0.453	0.711
CCNA2	TYMS	9606.ENSP00000481380	9606.ENSP00000315644	0	0	0	0	0.768	0	0	0.444	0.865
CCNA2	SKA3	9606.ENSP00000481380	9606.ENSP00000319417	0	0	0	0	0.528	0	0	0.559	0.783
CCNA2	CDC25C	9606.ENSP00000481380	9606.ENSP00000321656	0	0	0	0	0.688	0	0.500	0.741	0.956
CCNA2	SPAG5	9606.ENSP00000481380	9606.ENSP00000323300	0	0	0	0	0.828	0	0	0.451	0.901
CCNA2	KIF15	9606.ENSP00000481380	9606.ENSP00000324020	0	0	0	0	0.825	0	0	0.304	0.873
CCNA2	TACC3	9606.ENSP00000481380	9606.ENSP00000326550	0	0	0	0	0.691	0	0	0.214	0.747
CCNA2	CDCA2	9606.ENSP00000481380	9606.ENSP00000328228	0	0	0	0	0.676	0	0	0.343	0.778
CCNA2	LIN9	9606.ENSP00000481380	9606.ENSP00000329102	0	0	0	0	0.221	0	0.500	0.306	0.706
CCNA2	CDKN3	9606.ENSP00000481380	9606.ENSP00000335357	0	0	0	0	0.816	0	0	0.725	0.947
CCNA2	CENPA	9606.ENSP00000481380	9606.ENSP00000336868	0	0	0	0	0.982	0	0	0.482	0.990
CCNA2	SMC4	9606.ENSP00000481380	9606.ENSP00000341382	0	0	0	0	0.595	0	0	0.433	0.760
CCNA2	FOXM1	9606.ENSP00000481380	9606.ENSP00000342307	0	0	0	0	0.725	0	0.500	0.901	0.985
CCNA2	E2F1	9606.ENSP00000481380	9606.ENSP00000345571	0	0	0	0	0.244	0.813	0.900	0.989	0.999
CCNA2	UBE2C	9606.ENSP00000481380	9606.ENSP00000348838	0	0	0	0	0.926	0.081	0.500	0.858	0.994
CCNA2	RRM2	9606.ENSP00000481380	9606.ENSP00000353770	0	0	0	0	0.842	0	0	0.628	0.939
CCNA2	E2F2	9606.ENSP00000481380	9606.ENSP00000355249	0	0	0	0	0.151	0.146	0.900	0.674	0.973
CCNA2	EXO1	9606.ENSP00000481380	9606.ENSP00000355506	0	0	0	0	0.733	0.324	0	0.382	0.879
CCNA2	CENPF	9606.ENSP00000481380	9606.ENSP00000355922	0	0	0	0	0.832	0	0	0.680	0.944
CCNA2	DTL	9606.ENSP00000481380	9606.ENSP00000355958	0	0	0	0	0.778	0.292	0	0.458	0.907
CCNA2	NEK2	9606.ENSP00000481380	9606.ENSP00000355966	0	0	0	0	0.829	0	0	0.681	0.943
CCNA2	KIF14	9606.ENSP00000481380	9606.ENSP00000356319	0	0	0	0	0.793	0	0	0.305	0.850
CCNA2	MKI67	9606.ENSP00000481380	9606.ENSP00000357643	0	0	0	0	0.829	0	0	0.606	0.930
CCNA2	TTK	9606.ENSP00000481380	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.492	0.939
CCNA2	CEP55	9606.ENSP00000481380	9606.ENSP00000360540	0	0	0	0	0.822	0	0	0.586	0.923
CCNA2	ORC1	9606.ENSP00000481380	9606.ENSP00000360623	0	0	0	0	0.620	0.769	0.400	0.626	0.977
CCNA2	KIF2C	9606.ENSP00000481380	9606.ENSP00000361298	0	0	0	0	0.857	0	0	0.661	0.949
CCNA2	CDC20	9606.ENSP00000481380	9606.ENSP00000361540	0	0	0	0	0.897	0.999	0.500	0.970	0.999
CCNA2	CDCA8	9606.ENSP00000481380	9606.ENSP00000362146	0	0	0	0	0.909	0	0	0.493	0.952
CCNA2	RBL1	9606.ENSP00000481380	9606.ENSP00000362768	0	0	0	0	0.202	0.852	0.500	0.307	0.953
CCNA2	ZWINT	9606.ENSP00000481380	9606.ENSP00000363055	0	0	0	0	0.774	0	0	0.580	0.901
CCNA2	KIF4A	9606.ENSP00000481380	9606.ENSP00000363524	0	0	0	0	0.828	0	0	0.417	0.895
CCNA2	CKS2	9606.ENSP00000481380	9606.ENSP00000364976	0	0	0	0	0.518	0.850	0	0.872	0.990
CCNA2	MASTL	9606.ENSP00000481380	9606.ENSP00000365107	0	0	0	0	0.671	0	0	0.389	0.791
CCNA2	CKAP2	9606.ENSP00000481380	9606.ENSP00000367276	0	0	0	0	0.735	0.046	0	0.202	0.781
CCNA2	PCNA	9606.ENSP00000481380	9606.ENSP00000368458	0	0	0	0	0.447	0.794	0	0.398	0.925
CCNA2	RFC3	9606.ENSP00000481380	9606.ENSP00000369411	0	0	0	0	0.683	0	0	0.417	0.807
CCNA2	CHEK2	9606.ENSP00000481380	9606.ENSP00000372023	0	0	0	0	0.351	0	0	0.624	0.746
CCNA2	RFC4	9606.ENSP00000481380	9606.ENSP00000376272	0	0	0	0	0.455	0	0	0.578	0.760
CCNA2	ECT2	9606.ENSP00000481380	9606.ENSP00000376457	0	0	0	0	0.639	0	0	0.330	0.748
CCNA2	CENPN	9606.ENSP00000481380	9606.ENSP00000377007	0	0	0	0	0.564	0	0	0.494	0.770
CCNA2	HMMR	9606.ENSP00000481380	9606.ENSP00000377492	0	0	0	0	0.802	0	0	0.619	0.921
CCNA2	PTTG1	9606.ENSP00000481380	9606.ENSP00000377536	0	0	0	0	0.808	0	0	0.672	0.934
CCNA2	KIF20A	9606.ENSP00000481380	9606.ENSP00000378356	0	0	0	0	0.920	0	0	0.689	0.974
CCNA2	CDK1	9606.ENSP00000481380	9606.ENSP00000378699	0	0.007	0	0	0.993	0.939	0.900	0.998	0.999
CCNA2	NCAPG2	9606.ENSP00000481380	9606.ENSP00000387007	0	0	0	0	0.588	0	0	0.435	0.757
CCNA2	CHEK1	9606.ENSP00000481380	9606.ENSP00000391090	0	0	0	0	0.790	0	0	0.721	0.939
CCNA2	CDC7	9606.ENSP00000481380	9606.ENSP00000393139	0	0	0	0	0.350	0	0	0.579	0.715
CCNA2	KIFC1	9606.ENSP00000481380	9606.ENSP00000393963	0	0	0	0	0.685	0	0	0.535	0.847
CCNA2	RACGAP1	9606.ENSP00000481380	9606.ENSP00000404190	0	0	0	0	0.782	0	0	0.369	0.856
CCNA2	CDC45	9606.ENSP00000481380	9606.ENSP00000405726	0	0	0	0	0.766	0	0	0.615	0.906
CCNA2	TOP2A	9606.ENSP00000481380	9606.ENSP00000411532	0	0	0	0	0.869	0	0	0.868	0.982
CCNA2	DEPDC1	9606.ENSP00000481380	9606.ENSP00000412292	0	0	0	0	0.797	0	0	0.502	0.894
CCNA2	HJURP	9606.ENSP00000481380	9606.ENSP00000414109	0	0	0	0	0.821	0	0	0.341	0.877
CCNA2	GTSE1	9606.ENSP00000481380	9606.ENSP00000415430	0	0	0	0	0.755	0	0	0.321	0.826
CCNA2	SLBP	9606.ENSP00000481380	9606.ENSP00000417686	0	0	0	0	0.250	0.510	0	0.340	0.736
CCNA2	MCM10	9606.ENSP00000481380	9606.ENSP00000418268	0	0	0	0	0.850	0	0	0.679	0.949
CCNA2	PBK	9606.ENSP00000481380	9606.ENSP00000428489	0	0	0	0	0.868	0.046	0	0.585	0.943
CCNA2	CCNE2	9606.ENSP00000481380	9606.ENSP00000429089	0	0	0	0.637	0.378	0.176	0.400	0.617	0.866
CCNA2	CDCA3	9606.ENSP00000481380	9606.ENSP00000442068	0	0	0	0	0.898	0	0	0.435	0.940
CCNA2	TK1	9606.ENSP00000481380	9606.ENSP00000468425	0	0	0	0	0.482	0	0	0.593	0.780
CCNA2	UHRF1	9606.ENSP00000481380	9606.ENSP00000479617	0	0	0	0	0.626	0	0	0.338	0.742
CCNA2	MCM3	9606.ENSP00000481380	9606.ENSP00000480987	0	0.008	0	0	0.488	0	0.400	0.608	0.869
CCNA2	RAD51	9606.ENSP00000481380	9606.ENSP00000493712	0	0	0	0	0.616	0	0	0.479	0.791
CCNB1	TRIP13	9606.ENSP00000256442	9606.ENSP00000166345	0	0	0	0	0.686	0.112	0	0.331	0.797
CCNB1	CDC6	9606.ENSP00000256442	9606.ENSP00000209728	0	0	0	0	0.527	0.574	0	0.686	0.931
CCNB1	CENPM	9606.ENSP00000256442	9606.ENSP00000215980	0	0	0	0	0.419	0	0.400	0.246	0.714
CCNB1	MYBL2	9606.ENSP00000256442	9606.ENSP00000217026	0	0	0	0	0.412	0.091	0.500	0.773	0.931
CCNB1	ORC6	9606.ENSP00000256442	9606.ENSP00000219097	0	0	0	0	0.265	0	0.500	0.440	0.776
CCNB1	OIP5	9606.ENSP00000256442	9606.ENSP00000220514	0	0	0	0	0.784	0	0	0.502	0.888
CCNB1	FBXO5	9606.ENSP00000256442	9606.ENSP00000229758	0	0	0	0	0.432	0	0.400	0.678	0.880
CCNB1	NCAPH	9606.ENSP00000256442	9606.ENSP00000240423	0	0	0	0	0.584	0	0.400	0.592	0.889
CCNB1	CDC25B	9606.ENSP00000256442	9606.ENSP00000245960	0	0	0	0	0.160	0.376	0.500	0.837	0.951
CCNB1	DLGAP5	9606.ENSP00000256442	9606.ENSP00000247191	0	0	0	0	0.880	0	0	0.723	0.965
CCNB1	NCAPG	9606.ENSP00000256442	9606.ENSP00000251496	0	0	0	0	0.824	0	0.400	0.672	0.962
CCNB1	ZWILCH	9606.ENSP00000256442	9606.ENSP00000311429	0	0	0	0	0.386	0	0.400	0.257	0.702
CCNB1	MCM10	9606.ENSP00000256442	9606.ENSP00000418268	0	0	0	0	0.505	0	0	0.424	0.703
CCNB1	TACC3	9606.ENSP00000256442	9606.ENSP00000326550	0	0	0	0	0.514	0.126	0	0.356	0.703
CCNB1	NCAPD2	9606.ENSP00000256442	9606.ENSP00000325017	0	0	0	0	0.386	0	0.400	0.260	0.704
CCNB1	GINS1	9606.ENSP00000256442	9606.ENSP00000262460	0	0	0	0	0.456	0.091	0	0.462	0.711
CCNB1	NCAPG2	9606.ENSP00000256442	9606.ENSP00000387007	0	0	0	0	0.448	0	0.400	0.201	0.712
CCNB1	SPC24	9606.ENSP00000256442	9606.ENSP00000465075	0	0	0	0	0.398	0	0.400	0.278	0.717
CCNB1	ERCC6L	9606.ENSP00000256442	9606.ENSP00000334675	0	0	0	0	0.385	0.110	0.400	0.250	0.720
CCNB1	LIN9	9606.ENSP00000256442	9606.ENSP00000329102	0	0	0	0	0.146	0	0.500	0.402	0.722
CCNB1	LMNB1	9606.ENSP00000256442	9606.ENSP00000261366	0	0	0	0	0.291	0	0.400	0.406	0.725
CCNB1	KIFC1	9606.ENSP00000256442	9606.ENSP00000393963	0	0	0	0	0.521	0.111	0	0.408	0.726
CCNB1	KNTC1	9606.ENSP00000256442	9606.ENSP00000328236	0	0	0	0	0.387	0.071	0.400	0.305	0.731
CCNB1	CENPH	9606.ENSP00000256442	9606.ENSP00000283006	0	0	0	0	0.458	0.071	0.400	0.229	0.736
CCNB1	DSN1	9606.ENSP00000256442	9606.ENSP00000389810	0	0	0	0	0.253	0.091	0.400	0.448	0.745
CCNB1	CDC7	9606.ENSP00000256442	9606.ENSP00000393139	0	0	0	0	0.301	0.094	0	0.632	0.746
CCNB1	GTSE1	9606.ENSP00000256442	9606.ENSP00000415430	0	0	0	0	0.402	0	0.400	0.350	0.746
CCNB1	CCNE1	9606.ENSP00000256442	9606.ENSP00000262643	0	0	0	0.633	0.467	0	0	0.544	0.746
CCNB1	FANCI	9606.ENSP00000256442	9606.ENSP00000310842	0	0	0	0	0.508	0	0	0.505	0.746
CCNB1	CENPU	9606.ENSP00000256442	9606.ENSP00000281453	0	0	0	0	0.418	0	0.400	0.334	0.747
CCNB1	SGO2	9606.ENSP00000256442	9606.ENSP00000350447	0	0	0	0	0.440	0	0.400	0.323	0.752
CCNB1	CCNE2	9606.ENSP00000256442	9606.ENSP00000429089	0	0	0	0.628	0.456	0	0	0.569	0.755
CCNB1	RAD51	9606.ENSP00000256442	9606.ENSP00000493712	0	0	0	0	0.510	0.189	0	0.443	0.759
CCNB1	CDCA2	9606.ENSP00000256442	9606.ENSP00000328228	0	0	0	0	0.584	0	0	0.453	0.763
CCNB1	CENPN	9606.ENSP00000256442	9606.ENSP00000377007	0	0	0	0	0.553	0	0.400	0.205	0.768
CCNB1	SMC2	9606.ENSP00000256442	9606.ENSP00000286398	0	0	0	0	0.568	0.073	0.400	0.151	0.769
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.521	0.328	0	0.350	0.773
CCNB1	INCENP	9606.ENSP00000256442	9606.ENSP00000378295	0	0	0	0	0.356	0	0.400	0.462	0.774
CCNB1	MCM3	9606.ENSP00000256442	9606.ENSP00000480987	0	0.007	0	0	0.392	0.078	0	0.633	0.776
CCNB1	ORC1	9606.ENSP00000256442	9606.ENSP00000360623	0	0	0	0	0.370	0.178	0.500	0.245	0.778
CCNB1	CKAP5	9606.ENSP00000256442	9606.ENSP00000432768	0	0	0	0	0.223	0.422	0.400	0.280	0.780
CCNB1	KNL1	9606.ENSP00000256442	9606.ENSP00000335463	0	0	0	0	0.444	0.117	0.400	0.368	0.789
CCNB1	PCLAF	9606.ENSP00000256442	9606.ENSP00000300035	0	0	0	0	0.542	0	0	0.574	0.796
CCNB1	SKP2	9606.ENSP00000256442	9606.ENSP00000274255	0	0	0	0	0.227	0.416	0	0.587	0.797
CCNB1	CDT1	9606.ENSP00000256442	9606.ENSP00000301019	0	0	0	0	0.443	0.309	0	0.517	0.798
CCNB1	CDC45	9606.ENSP00000256442	9606.ENSP00000405726	0	0	0	0	0.556	0.095	0	0.542	0.800
CCNB1	SGO1	9606.ENSP00000256442	9606.ENSP00000263753	0	0	0	0	0.492	0.045	0.400	0.397	0.801
CCNB1	MCM6	9606.ENSP00000256442	9606.ENSP00000264156	0	0.081	0	0	0.396	0.110	0	0.654	0.806
CCNB1	CHEK2	9606.ENSP00000256442	9606.ENSP00000372023	0	0	0	0	0.201	0.283	0	0.706	0.817
CCNB1	PLK4	9606.ENSP00000256442	9606.ENSP00000270861	0	0	0	0	0.515	0.177	0	0.596	0.824
CCNB1	GAPDH	9606.ENSP00000256442	9606.ENSP00000380070	0	0	0	0	0.310	0.292	0	0.677	0.828
CCNB1	E2F1	9606.ENSP00000256442	9606.ENSP00000345571	0	0	0	0	0.235	0	0	0.792	0.834
CCNB1	KIF18A	9606.ENSP00000256442	9606.ENSP00000263181	0	0	0	0	0.570	0.069	0.400	0.395	0.835
CCNB1	KPNA2	9606.ENSP00000256442	9606.ENSP00000438483	0	0	0	0	0.718	0.128	0	0.402	0.840
CCNB1	TYMS	9606.ENSP00000256442	9606.ENSP00000315644	0	0	0	0	0.510	0	0	0.688	0.841
CCNB1	DEPDC1B	9606.ENSP00000256442	9606.ENSP00000265036	0	0	0	0	0.822	0	0	0.164	0.845
CCNB1	CCNF	9606.ENSP00000256442	9606.ENSP00000380256	0	0	0	0.605	0.454	0.355	0	0.602	0.847
CCNB1	SPDL1	9606.ENSP00000256442	9606.ENSP00000265295	0	0	0	0	0.418	0	0.720	0.145	0.848
CCNB1	UBE2T	9606.ENSP00000256442	9606.ENSP00000494957	0	0	0	0	0.790	0.072	0	0.296	0.851
CCNB1	SMC4	9606.ENSP00000256442	9606.ENSP00000341382	0	0	0	0	0.456	0.073	0.400	0.584	0.857
CCNB1	KIF14	9606.ENSP00000256442	9606.ENSP00000356319	0	0	0	0	0.773	0	0	0.416	0.861
CCNB1	SPAG5	9606.ENSP00000256442	9606.ENSP00000323300	0	0	0	0	0.787	0.146	0	0.318	0.865
CCNB1	PCNA	9606.ENSP00000256442	9606.ENSP00000368458	0	0	0	0	0.470	0.684	0	0.272	0.867
CCNB1	MKI67	9606.ENSP00000256442	9606.ENSP00000357643	0	0	0	0	0.699	0	0	0.581	0.868
CCNB1	CDCA5	9606.ENSP00000256442	9606.ENSP00000275517	0	0	0	0	0.639	0	0.400	0.445	0.869
CCNB1	MCM4	9606.ENSP00000256442	9606.ENSP00000262105	0	0.010	0	0	0.434	0.093	0	0.766	0.869
CCNB1	DEPDC1	9606.ENSP00000256442	9606.ENSP00000412292	0	0	0	0	0.822	0	0	0.308	0.871
CCNB1	HJURP	9606.ENSP00000256442	9606.ENSP00000414109	0	0	0	0	0.744	0	0	0.516	0.871
CCNB1	DIAPH3	9606.ENSP00000256442	9606.ENSP00000383178	0	0	0	0	0.352	0.784	0	0.173	0.874
CCNB1	TK1	9606.ENSP00000256442	9606.ENSP00000468425	0	0	0	0	0.726	0	0	0.576	0.879
CCNB1	MASTL	9606.ENSP00000256442	9606.ENSP00000365107	0	0	0	0	0.339	0	0.750	0.407	0.893
CCNB1	SPC25	9606.ENSP00000256442	9606.ENSP00000282074	0	0	0	0	0.815	0	0.400	0.194	0.903
CCNB1	SKA1	9606.ENSP00000256442	9606.ENSP00000285116	0	0	0	0	0.507	0	0.720	0.357	0.903
CCNB1	RRM2	9606.ENSP00000256442	9606.ENSP00000353770	0	0	0	0	0.653	0	0	0.739	0.905
CCNB1	NEK2	9606.ENSP00000256442	9606.ENSP00000355966	0	0	0	0	0.782	0	0	0.606	0.910
CCNB1	SKA3	9606.ENSP00000256442	9606.ENSP00000319417	0	0	0	0	0.566	0	0.720	0.327	0.911
CCNB1	ECT2	9606.ENSP00000256442	9606.ENSP00000376457	0	0	0	0	0.620	0.071	0	0.768	0.911
CCNB1	KIF15	9606.ENSP00000256442	9606.ENSP00000324020	0	0	0	0	0.812	0.062	0	0.565	0.916
CCNB1	KIF23	9606.ENSP00000256442	9606.ENSP00000260363	0	0	0	0	0.840	0	0	0.532	0.922
CCNB1	KIF4A	9606.ENSP00000256442	9606.ENSP00000363524	0	0	0	0	0.820	0	0	0.636	0.931
CCNB1	XPO1	9606.ENSP00000256442	9606.ENSP00000384863	0	0	0	0	0.144	0.097	0.750	0.686	0.931
CCNB1	CHEK1	9606.ENSP00000256442	9606.ENSP00000391090	0	0	0	0	0.449	0.069	0	0.885	0.935
CCNB1	TTK	9606.ENSP00000256442	9606.ENSP00000358813	0	0	0	0	0.783	0.071	0	0.706	0.936
CCNB1	CDCA3	9606.ENSP00000256442	9606.ENSP00000442068	0	0	0	0	0.890	0	0	0.446	0.936
CCNB1	CDK4	9606.ENSP00000256442	9606.ENSP00000257904	0	0	0	0	0.419	0.306	0	0.864	0.940
CCNB1	CEP55	9606.ENSP00000256442	9606.ENSP00000360540	0	0	0	0	0.814	0	0	0.693	0.940
CCNB1	CDKN3	9606.ENSP00000256442	9606.ENSP00000335357	0	0	0	0	0.812	0.175	0	0.650	0.941
CCNB1	HMMR	9606.ENSP00000256442	9606.ENSP00000377492	0	0	0	0	0.799	0.091	0	0.709	0.942
CCNB1	TPX2	9606.ENSP00000256442	9606.ENSP00000300403	0	0	0	0	0.836	0.045	0	0.703	0.949
CCNB1	ZWINT	9606.ENSP00000256442	9606.ENSP00000363055	0	0	0	0	0.775	0	0.400	0.660	0.950
CCNB1	RACGAP1	9606.ENSP00000256442	9606.ENSP00000404190	0	0	0	0	0.811	0	0	0.757	0.952
CCNB1	CENPA	9606.ENSP00000256442	9606.ENSP00000336868	0	0	0	0	0.826	0.047	0.400	0.584	0.953
CCNB1	KIF20A	9606.ENSP00000256442	9606.ENSP00000378356	0	0	0	0	0.843	0	0	0.722	0.954
CCNB1	PBK	9606.ENSP00000256442	9606.ENSP00000428489	0	0	0	0	0.858	0.098	0	0.729	0.962
CCNB1	KIF2C	9606.ENSP00000256442	9606.ENSP00000361298	0	0	0	0	0.813	0	0.400	0.724	0.966
CCNB1	KIF11	9606.ENSP00000256442	9606.ENSP00000260731	0	0	0	0	0.849	0.136	0	0.762	0.966
CCNB1	NUF2	9606.ENSP00000256442	9606.ENSP00000271452	0	0	0	0	0.848	0	0.400	0.668	0.967
CCNB1	CENPE	9606.ENSP00000256442	9606.ENSP00000265148	0	0	0	0	0.809	0.051	0.400	0.733	0.967
CCNB1	PKMYT1	9606.ENSP00000256442	9606.ENSP00000262300	0	0	0	0	0.312	0.867	0.400	0.517	0.970
CCNB1	MELK	9606.ENSP00000256442	9606.ENSP00000298048	0	0	0	0	0.849	0.126	0	0.808	0.972
CCNB1	NDC80	9606.ENSP00000256442	9606.ENSP00000261597	0	0	0	0	0.851	0.226	0.720	0.492	0.981
CCNB1	PTTG1	9606.ENSP00000256442	9606.ENSP00000377536	0	0	0	0	0.854	0	0	0.899	0.984
CCNB1	CDCA8	9606.ENSP00000256442	9606.ENSP00000362146	0	0	0	0	0.843	0	0.400	0.878	0.987
CCNB1	CENPF	9606.ENSP00000256442	9606.ENSP00000355922	0	0	0	0	0.832	0	0.720	0.773	0.988
CCNB1	FOXM1	9606.ENSP00000256442	9606.ENSP00000342307	0	0	0	0	0.683	0.535	0.500	0.863	0.988
CCNB1	MAD2L1	9606.ENSP00000256442	9606.ENSP00000296509	0	0	0	0	0.812	0.127	0.400	0.899	0.988
CCNB1	TOP2A	9606.ENSP00000256442	9606.ENSP00000411532	0	0	0	0	0.859	0.052	0	0.925	0.989
CCNB1	UBE2C	9606.ENSP00000256442	9606.ENSP00000348838	0	0	0	0	0.859	0.072	0.500	0.877	0.990
CCNB1	CDC25C	9606.ENSP00000256442	9606.ENSP00000321656	0	0	0	0	0.508	0.345	0.500	0.951	0.991
CCNB1	CDC25A	9606.ENSP00000256442	9606.ENSP00000303706	0	0	0	0	0.399	0.659	0.900	0.804	0.995
CCNB1	CCNB2	9606.ENSP00000256442	9606.ENSP00000288207	0	0	0.067	0.942	0.785	0.803	0.900	0.741	0.998
CCNB1	CKS1B	9606.ENSP00000256442	9606.ENSP00000311083	0	0	0	0	0.533	0.978	0	0.902	0.998
CCNB1	ESPL1	9606.ENSP00000256442	9606.ENSP00000257934	0	0	0	0	0.513	0.999	0	0.876	0.999
CCNB1	CKS2	9606.ENSP00000256442	9606.ENSP00000364976	0	0	0	0	0.688	0.978	0	0.922	0.999
CCNB1	CDC20	9606.ENSP00000256442	9606.ENSP00000361540	0	0	0	0	0.910	0.989	0.900	0.970	0.999
CCNB1	PLK1	9606.ENSP00000256442	9606.ENSP00000300093	0	0	0	0	0.781	0.588	0.900	0.982	0.999
CCNB1	CDK2	9606.ENSP00000256442	9606.ENSP00000266970	0	0	0	0	0.442	0.990	0.400	0.992	0.999
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0	0	0	0.895	0.999	0.900	0.999	0.999
CCNB2	TRIP13	9606.ENSP00000288207	9606.ENSP00000166345	0	0	0	0	0.584	0.112	0	0.355	0.741
CCNB2	CDC6	9606.ENSP00000288207	9606.ENSP00000209728	0	0	0	0	0.465	0.423	0	0.885	0.961
CCNB2	CENPM	9606.ENSP00000288207	9606.ENSP00000215980	0	0	0	0	0.575	0	0.400	0.595	0.887
CCNB2	MCM5	9606.ENSP00000288207	9606.ENSP00000216122	0	0.012	0	0	0.364	0.069	0	0.715	0.816
CCNB2	MYBL2	9606.ENSP00000288207	9606.ENSP00000217026	0	0	0	0	0.493	0.091	0.500	0.496	0.868
CCNB2	OIP5	9606.ENSP00000288207	9606.ENSP00000220514	0	0	0	0	0.724	0	0	0.203	0.770
CCNB2	RAD51AP1	9606.ENSP00000288207	9606.ENSP00000228843	0	0	0	0	0.462	0	0	0.526	0.734
CCNB2	NCAPH	9606.ENSP00000288207	9606.ENSP00000240423	0	0	0	0	0.589	0	0.400	0.603	0.893
CCNB2	CDC25B	9606.ENSP00000288207	9606.ENSP00000245960	0	0	0	0	0.155	0.114	0.500	0.641	0.847
CCNB2	DLGAP5	9606.ENSP00000288207	9606.ENSP00000247191	0	0	0	0	0.881	0	0	0.790	0.974
CCNB2	PIMREG	9606.ENSP00000288207	9606.ENSP00000250056	0	0	0	0	0.465	0	0	0.559	0.754
CCNB2	NCAPG	9606.ENSP00000288207	9606.ENSP00000251496	0	0	0	0	0.823	0	0.400	0.742	0.970
CCNB2	GINS2	9606.ENSP00000288207	9606.ENSP00000253462	0	0	0	0	0.778	0.058	0	0.313	0.844
CCNB2	CDK4	9606.ENSP00000288207	9606.ENSP00000257904	0	0	0	0	0.418	0.306	0	0.504	0.782
CCNB2	ESPL1	9606.ENSP00000288207	9606.ENSP00000257934	0	0	0	0	0.509	0.114	0	0.565	0.794
CCNB2	KIF23	9606.ENSP00000288207	9606.ENSP00000260363	0	0	0	0	0.795	0	0	0.707	0.937
CCNB2	KIF11	9606.ENSP00000288207	9606.ENSP00000260731	0	0	0	0	0.841	0.136	0	0.629	0.944
CCNB2	NDC80	9606.ENSP00000288207	9606.ENSP00000261597	0	0	0	0	0.675	0.160	0.400	0.329	0.875
CCNB2	MCM4	9606.ENSP00000288207	9606.ENSP00000262105	0	0.012	0	0	0.528	0.093	0	0.712	0.866
CCNB2	PKMYT1	9606.ENSP00000288207	9606.ENSP00000262300	0	0	0	0	0.322	0.788	0.500	0.504	0.959
CCNB2	CCNE1	9606.ENSP00000288207	9606.ENSP00000262643	0	0	0	0.622	0.483	0	0	0.548	0.757
CCNB2	KIF18A	9606.ENSP00000288207	9606.ENSP00000263181	0	0	0	0	0.444	0.069	0.400	0.459	0.809
CCNB2	SGO1	9606.ENSP00000288207	9606.ENSP00000263753	0	0	0	0	0.526	0.045	0.400	0.464	0.835
CCNB2	MCM6	9606.ENSP00000288207	9606.ENSP00000264156	0	0.100	0	0	0.418	0.110	0	0.693	0.837
CCNB2	MCM2	9606.ENSP00000288207	9606.ENSP00000265056	0	0.007	0	0	0.474	0.659	0	0.350	0.873
CCNB2	CENPE	9606.ENSP00000288207	9606.ENSP00000265148	0	0	0	0	0.595	0.051	0.400	0.780	0.942
CCNB2	CDK2	9606.ENSP00000288207	9606.ENSP00000266970	0	0	0	0	0.462	0.995	0	0.797	0.999
CCNB2	PLK4	9606.ENSP00000288207	9606.ENSP00000270861	0	0	0	0	0.536	0.177	0	0.425	0.761
CCNB2	NUF2	9606.ENSP00000288207	9606.ENSP00000271452	0	0	0	0	0.744	0	0.400	0.594	0.932
CCNB2	CDCA5	9606.ENSP00000288207	9606.ENSP00000275517	0	0	0	0	0.786	0	0.400	0.782	0.969
CCNB2	CENPU	9606.ENSP00000288207	9606.ENSP00000281453	0	0	0	0	0.472	0	0.400	0.552	0.846
CCNB2	SPC25	9606.ENSP00000288207	9606.ENSP00000282074	0	0	0	0	0.493	0	0.400	0.207	0.738
