#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDK1	KIF11	9606.ENSP00000378699	9606.ENSP00000260731	0	0	0	0	0.858	0.364	0	0.869	0.987
CDK1	LMNB1	9606.ENSP00000378699	9606.ENSP00000261366	0	0	0	0	0.370	0.292	0.400	0.662	0.897
CDK1	NDC80	9606.ENSP00000378699	9606.ENSP00000261597	0	0	0	0	0.862	0	0.400	0.524	0.957
CDK1	MCM4	9606.ENSP00000378699	9606.ENSP00000262105	0	0	0	0	0.573	0.097	0	0.587	0.827
CDK1	GINS1	9606.ENSP00000378699	9606.ENSP00000262460	0	0	0	0	0.380	0.094	0	0.552	0.726
CDK1	KIF18A	9606.ENSP00000378699	9606.ENSP00000263181	0	0.001	0	0	0.593	0.096	0.400	0.374	0.843
CDK1	MCM6	9606.ENSP00000378699	9606.ENSP00000264156	0	0	0	0	0.513	0	0	0.541	0.767
CDK1	UBE2S	9606.ENSP00000378699	9606.ENSP00000264552	0	0	0	0	0.224	0.091	0.500	0.357	0.743
CDK1	MCM2	9606.ENSP00000378699	9606.ENSP00000265056	0	0	0	0	0.510	0.051	0	0.614	0.805
CDK1	CENPE	9606.ENSP00000378699	9606.ENSP00000265148	0	0	0	0	0.835	0.097	0.400	0.741	0.973
CDK1	PLK4	9606.ENSP00000378699	9606.ENSP00000270861	0	0	0.090	0.706	0.811	0.133	0	0.683	0.946
CDK1	SKP2	9606.ENSP00000378699	9606.ENSP00000274255	0	0	0	0	0.227	0.837	0	0.588	0.943
CDK1	CENPU	9606.ENSP00000378699	9606.ENSP00000281453	0	0	0	0	0.649	0	0.400	0.627	0.914
CDK1	SPC25	9606.ENSP00000378699	9606.ENSP00000282074	0	0	0	0	0.832	0	0.400	0.046	0.895
CDK1	SKA1	9606.ENSP00000378699	9606.ENSP00000285116	0	0	0	0	0.779	0	0.400	0.328	0.903
CDK1	SMC2	9606.ENSP00000378699	9606.ENSP00000286398	0	0	0	0	0.709	0.108	0.400	0.218	0.862
CDK1	H2AZ1	9606.ENSP00000378699	9606.ENSP00000296417	0	0	0	0	0.403	0.137	0.400	0.271	0.744
CDK1	MAD2L1	9606.ENSP00000378699	9606.ENSP00000296509	0	0	0	0	0.857	0.113	0.500	0.896	0.992
CDK1	RAD21	9606.ENSP00000378699	9606.ENSP00000297338	0	0	0	0	0.139	0.104	0.400	0.462	0.718
CDK1	MELK	9606.ENSP00000378699	9606.ENSP00000298048	0	0	0.091	0.704	0.868	0.095	0	0.205	0.902
CDK1	PCLAF	9606.ENSP00000378699	9606.ENSP00000300035	0	0	0	0	0.818	0	0	0.352	0.877
CDK1	PLK1	9606.ENSP00000378699	9606.ENSP00000300093	0	0	0	0.624	0.814	0.150	0.900	0.660	0.993
CDK1	TPX2	9606.ENSP00000378699	9606.ENSP00000300403	0	0	0	0	0.825	0.045	0	0.736	0.952
CDK1	RRM1	9606.ENSP00000378699	9606.ENSP00000300738	0	0	0	0	0.471	0.051	0	0.591	0.777
CDK1	FEN1	9606.ENSP00000378699	9606.ENSP00000305480	0	0	0	0	0.559	0.339	0	0.461	0.829
CDK1	MCM7	9606.ENSP00000378699	9606.ENSP00000307288	0	0	0	0	0.513	0	0	0.697	0.846
CDK1	FANCI	9606.ENSP00000378699	9606.ENSP00000310842	0	0	0	0	0.689	0	0	0.547	0.853
CDK1	CKS1B	9606.ENSP00000378699	9606.ENSP00000311083	0	0	0	0	0.536	0.994	0	0.978	0.999
CDK1	ZWILCH	9606.ENSP00000378699	9606.ENSP00000311429	0	0	0	0	0.512	0	0.400	0.313	0.781
CDK1	TYMS	9606.ENSP00000378699	9606.ENSP00000315644	0	0	0	0	0.745	0	0	0.418	0.846
CDK1	NCL	9606.ENSP00000378699	9606.ENSP00000318195	0	0	0	0	0.087	0.294	0	0.601	0.721
CDK1	EZH2	9606.ENSP00000378699	9606.ENSP00000320147	0	0	0	0	0.371	0.823	0	0.716	0.965
CDK1	SPAG5	9606.ENSP00000378699	9606.ENSP00000323300	0	0	0	0	0.761	0.354	0	0.566	0.927
CDK1	KIF15	9606.ENSP00000378699	9606.ENSP00000324020	0	0	0	0	0.794	0	0	0.331	0.856
CDK1	NCAPD2	9606.ENSP00000378699	9606.ENSP00000325017	0	0	0	0	0.298	0.292	0.400	0.375	0.789
CDK1	TACC3	9606.ENSP00000378699	9606.ENSP00000326550	0	0	0	0	0.453	0.108	0	0.590	0.782
CDK1	KNTC1	9606.ENSP00000378699	9606.ENSP00000328236	0	0	0	0	0.475	0	0.400	0.272	0.751
CDK1	ERCC6L	9606.ENSP00000378699	9606.ENSP00000334675	0	0	0	0	0.490	0.345	0.400	0.568	0.902
CDK1	CDKN3	9606.ENSP00000378699	9606.ENSP00000335357	0	0	0	0	0.828	0.706	0	0.688	0.982
CDK1	SMC4	9606.ENSP00000378699	9606.ENSP00000341382	0	0	0	0	0.612	0.182	0.400	0.568	0.906
CDK1	FOXM1	9606.ENSP00000378699	9606.ENSP00000342307	0	0	0	0	0.661	0.558	0.500	0.896	0.991
CDK1	UBE2C	9606.ENSP00000378699	9606.ENSP00000348838	0	0	0	0	0.860	0.091	0.500	0.758	0.982
CDK1	XRCC6	9606.ENSP00000378699	9606.ENSP00000352257	0	0	0	0	0.122	0.333	0	0.607	0.750
CDK1	RRM2	9606.ENSP00000378699	9606.ENSP00000353770	0	0	0	0	0.819	0.292	0	0.808	0.973
CDK1	EXO1	9606.ENSP00000378699	9606.ENSP00000355506	0	0	0	0	0.814	0.339	0	0.693	0.959
CDK1	CENPF	9606.ENSP00000378699	9606.ENSP00000355922	0	0	0	0	0.825	0.292	0.400	0.745	0.978
CDK1	DTL	9606.ENSP00000378699	9606.ENSP00000355958	0	0	0	0	0.788	0.292	0	0.418	0.905
CDK1	NEK2	9606.ENSP00000378699	9606.ENSP00000355966	0	0	0.130	0.733	0.832	0	0	0.493	0.919
CDK1	KIF14	9606.ENSP00000378699	9606.ENSP00000356319	0	0	0	0	0.771	0.292	0	0.404	0.895
CDK1	MKI67	9606.ENSP00000378699	9606.ENSP00000357643	0	0	0	0	0.811	0.338	0	0.551	0.939
CDK1	TTK	9606.ENSP00000378699	9606.ENSP00000358813	0	0	0	0.646	0.862	0.099	0	0.301	0.905
CDK1	CEP55	9606.ENSP00000378699	9606.ENSP00000360540	0	0	0	0	0.829	0	0	0.759	0.957
CDK1	ORC1	9606.ENSP00000378699	9606.ENSP00000360623	0	0	0	0	0.331	0.450	0.500	0.340	0.862
CDK1	STIL	9606.ENSP00000378699	9606.ENSP00000360944	0	0	0	0	0.469	0	0	0.558	0.756
CDK1	RAD54L	9606.ENSP00000378699	9606.ENSP00000361043	0	0	0	0	0.438	0.107	0	0.596	0.780
CDK1	KIF2C	9606.ENSP00000378699	9606.ENSP00000361298	0	0.003	0	0	0.846	0	0.400	0.726	0.972
CDK1	CENPI	9606.ENSP00000378699	9606.ENSP00000362018	0	0	0	0	0.353	0.071	0.400	0.580	0.828
CDK1	ZWINT	9606.ENSP00000378699	9606.ENSP00000363055	0	0	0	0	0.790	0	0.400	0.638	0.950
CDK1	KIF4A	9606.ENSP00000378699	9606.ENSP00000363524	0	0	0	0	0.820	0	0	0.527	0.911
CDK1	CKS2	9606.ENSP00000378699	9606.ENSP00000364976	0	0	0	0	0.689	0.992	0	0.967	0.999
CDK1	CKAP2	9606.ENSP00000378699	9606.ENSP00000367276	0	0	0	0	0.686	0.045	0	0.515	0.842
CDK1	PCNA	9606.ENSP00000378699	9606.ENSP00000368458	0	0	0	0	0.605	0.600	0	0.595	0.930
CDK1	RFC3	9606.ENSP00000378699	9606.ENSP00000369411	0	0	0	0	0.576	0.054	0	0.340	0.712
CDK1	RFC4	9606.ENSP00000378699	9606.ENSP00000376272	0	0	0	0	0.566	0.045	0	0.628	0.832
CDK1	ECT2	9606.ENSP00000378699	9606.ENSP00000376457	0	0	0	0	0.774	0.071	0	0.838	0.963
CDK1	CENPN	9606.ENSP00000378699	9606.ENSP00000377007	0	0	0	0	0.629	0	0.400	0.304	0.831
CDK1	HMMR	9606.ENSP00000378699	9606.ENSP00000377492	0	0	0	0	0.829	0.094	0	0.590	0.931
CDK1	PTTG1	9606.ENSP00000378699	9606.ENSP00000377536	0	0	0	0	0.856	0	0	0.902	0.985
CDK1	PRC1	9606.ENSP00000378699	9606.ENSP00000377793	0	0	0	0	0.835	0.360	0	0.454	0.937
CDK1	KIF20A	9606.ENSP00000378699	9606.ENSP00000378356	0	0	0	0	0.849	0	0	0.737	0.958
CDK1	E2F5	9606.ENSP00000378699	9606.ENSP00000398124	0	0	0	0	0.091	0.091	0.500	0.399	0.718
CDK1	PARPBP	9606.ENSP00000378699	9606.ENSP00000440850	0	0	0	0	0.689	0	0	0.156	0.726
CDK1	MCM3	9606.ENSP00000378699	9606.ENSP00000480987	0	0	0	0	0.378	0.132	0	0.571	0.748
CDK1	NCAPD3	9606.ENSP00000378699	9606.ENSP00000433681	0	0	0	0	0.269	0.292	0.400	0.295	0.752
CDK1	MYC	9606.ENSP00000378699	9606.ENSP00000478887	0	0	0	0	0.120	0.219	0	0.672	0.755
CDK1	NCAPG2	9606.ENSP00000378699	9606.ENSP00000387007	0	0	0	0	0.521	0	0.400	0.275	0.773
CDK1	KIFC1	9606.ENSP00000378699	9606.ENSP00000393963	0	0	0	0	0.614	0.096	0	0.410	0.776
CDK1	RAD51	9606.ENSP00000378699	9606.ENSP00000493712	0	0	0	0	0.600	0.071	0	0.596	0.837
CDK1	TK1	9606.ENSP00000378699	9606.ENSP00000468425	0	0	0	0	0.576	0	0	0.638	0.840
CDK1	KPNA2	9606.ENSP00000378699	9606.ENSP00000438483	0	0.001	0	0	0.634	0.097	0	0.577	0.848
CDK1	XPO1	9606.ENSP00000378699	9606.ENSP00000384863	0	0	0	0	0.137	0.052	0.750	0.436	0.869
CDK1	H2AX	9606.ENSP00000378699	9606.ENSP00000434024	0	0	0	0	0.238	0.071	0.400	0.756	0.882
CDK1	MCM10	9606.ENSP00000378699	9606.ENSP00000418268	0	0	0	0	0.781	0	0	0.493	0.884
CDK1	HJURP	9606.ENSP00000378699	9606.ENSP00000414109	0	0	0	0	0.795	0.292	0	0.428	0.910
CDK1	CKAP5	9606.ENSP00000378699	9606.ENSP00000432768	0	0	0	0	0.180	0.195	0.800	0.406	0.911
CDK1	CHEK1	9606.ENSP00000378699	9606.ENSP00000391090	0	0	0	0.638	0.786	0.361	0	0.403	0.911
CDK1	NUSAP1	9606.ENSP00000378699	9606.ENSP00000499238	0	0	0	0	0.856	0	0	0.641	0.946
CDK1	RACGAP1	9606.ENSP00000378699	9606.ENSP00000404190	0	0	0	0	0.692	0.292	0	0.832	0.960
CDK1	PBK	9606.ENSP00000378699	9606.ENSP00000428489	0	0	0	0	0.905	0.334	0	0.831	0.988
CDK1	TOP2A	9606.ENSP00000378699	9606.ENSP00000411532	0	0	0	0	0.960	0.053	0	0.943	0.997
CDK4	NFKB1	9606.ENSP00000257904	9606.ENSP00000226574	0	0	0	0	0.073	0.116	0	0.674	0.710
CDK4	WDR77	9606.ENSP00000257904	9606.ENSP00000235090	0	0	0	0	0.255	0.361	0.500	0.579	0.886
CDK4	MCM3	9606.ENSP00000257904	9606.ENSP00000480987	0	0	0	0	0.436	0.132	0	0.453	0.709
CDK4	CUL1	9606.ENSP00000257904	9606.ENSP00000326804	0	0	0	0	0.056	0.042	0.500	0.441	0.713
CDK4	FOXM1	9606.ENSP00000257904	9606.ENSP00000342307	0	0	0	0	0.186	0.245	0	0.592	0.728
CDK4	DNMT1	9606.ENSP00000257904	9606.ENSP00000352516	0	0	0	0	0.168	0.066	0	0.690	0.738
CDK4	MCM6	9606.ENSP00000257904	9606.ENSP00000264156	0	0	0	0	0.331	0	0	0.625	0.739
CDK4	H2AX	9606.ENSP00000257904	9606.ENSP00000434024	0	0	0	0	0.159	0.071	0.500	0.418	0.742
CDK4	CYCS	9606.ENSP00000257904	9606.ENSP00000307786	0	0	0	0	0.060	0	0	0.740	0.745
CDK4	SMARCA4	9606.ENSP00000257904	9606.ENSP00000343896	0	0	0	0	0.097	0.098	0.500	0.459	0.750
CDK4	E2F5	9606.ENSP00000257904	9606.ENSP00000398124	0	0	0	0	0.074	0.091	0.500	0.489	0.756
CDK4	PARP1	9606.ENSP00000257904	9606.ENSP00000355759	0	0	0	0	0.194	0	0	0.709	0.756
CDK4	TOP2A	9606.ENSP00000257904	9606.ENSP00000411532	0	0	0	0	0.395	0.053	0	0.636	0.773
CDK4	PLK1	9606.ENSP00000257904	9606.ENSP00000300093	0	0	0	0.618	0.336	0.372	0	0.535	0.789
CDK4	NRAS	9606.ENSP00000257904	9606.ENSP00000358548	0	0	0	0	0.119	0.191	0	0.771	0.822
CDK4	CDKN3	9606.ENSP00000257904	9606.ENSP00000335357	0	0	0	0	0.172	0.126	0	0.790	0.835
CDK4	MCM2	9606.ENSP00000257904	9606.ENSP00000265056	0	0	0	0	0.274	0.692	0	0.405	0.855
CDK4	CKS1B	9606.ENSP00000257904	9606.ENSP00000311083	0	0	0	0	0.319	0.416	0.500	0.403	0.865
CDK4	SKP2	9606.ENSP00000257904	9606.ENSP00000274255	0	0	0	0	0.138	0.323	0.500	0.632	0.878
CDK4	MCM7	9606.ENSP00000257904	9606.ENSP00000307288	0	0	0	0	0.445	0	0	0.790	0.878
CDK4	RAD51	9606.ENSP00000257904	9606.ENSP00000493712	0	0	0	0	0.229	0.071	0.800	0.468	0.913
CDK4	MYC	9606.ENSP00000257904	9606.ENSP00000478887	0	0	0	0	0.100	0.642	0	0.904	0.966
CDK4	PCNA	9606.ENSP00000257904	9606.ENSP00000368458	0	0	0	0	0.387	0.791	0.900	0.781	0.996
CDK8	WDR77	9606.ENSP00000370938	9606.ENSP00000235090	0	0	0	0	0.048	0.295	0	0.598	0.706
CDK8	MED17	9606.ENSP00000370938	9606.ENSP00000251871	0	0	0	0	0.080	0.917	0.900	0.887	0.999
CDK8	PARP1	9606.ENSP00000370938	9606.ENSP00000355759	0	0	0	0	0.044	0.510	0	0.533	0.762
CDK8	MYC	9606.ENSP00000370938	9606.ENSP00000478887	0	0	0	0	0.049	0.292	0	0.600	0.707
CDKN3	OIP5	9606.ENSP00000335357	9606.ENSP00000220514	0	0	0	0	0.792	0	0	0	0.792
CDKN3	DLGAP5	9606.ENSP00000335357	9606.ENSP00000247191	0	0	0	0	0.958	0.045	0	0.122	0.962
CDKN3	NCAPG	9606.ENSP00000335357	9606.ENSP00000251496	0	0	0	0	0.792	0	0	0.150	0.816
CDKN3	KIF11	9606.ENSP00000335357	9606.ENSP00000260731	0	0	0	0	0.794	0.096	0	0.250	0.848
CDKN3	NDC80	9606.ENSP00000335357	9606.ENSP00000261597	0	0	0	0	0.799	0.064	0	0.351	0.867
CDKN3	CENPE	9606.ENSP00000335357	9606.ENSP00000265148	0	0	0	0	0.784	0.072	0	0.122	0.808
CDKN3	PLK4	9606.ENSP00000335357	9606.ENSP00000270861	0	0	0	0	0.478	0.405	0	0.208	0.732
CDKN3	SPC25	9606.ENSP00000335357	9606.ENSP00000282074	0	0	0	0	0.780	0	0	0.200	0.817
CDKN3	MAD2L1	9606.ENSP00000335357	9606.ENSP00000296509	0	0	0	0	0.780	0.226	0	0.297	0.870
CDKN3	MELK	9606.ENSP00000335357	9606.ENSP00000298048	0	0	0	0	0.791	0.095	0	0.234	0.842
CDKN3	PLK1	9606.ENSP00000335357	9606.ENSP00000300093	0	0	0	0	0.429	0.405	0	0.380	0.771
CDKN3	TPX2	9606.ENSP00000335357	9606.ENSP00000300403	0	0	0	0	0.787	0.044	0	0.178	0.818
CDKN3	KIF15	9606.ENSP00000335357	9606.ENSP00000324020	0	0	0	0	0.663	0	0	0.221	0.727
CDKN3	CHEK1	9606.ENSP00000335357	9606.ENSP00000391090	0	0	0	0	0.490	0.051	0	0.437	0.704
CDKN3	MKI67	9606.ENSP00000335357	9606.ENSP00000357643	0	0	0	0	0.653	0	0	0.190	0.707
CDKN3	RRM2	9606.ENSP00000335357	9606.ENSP00000353770	0	0	0	0	0.651	0	0	0.213	0.713
CDKN3	NEK2	9606.ENSP00000335357	9606.ENSP00000355966	0	0	0	0	0.670	0	0	0.191	0.722
CDKN3	CKS2	9606.ENSP00000335357	9606.ENSP00000364976	0	0	0	0	0.665	0.046	0	0.210	0.725
CDKN3	CENPF	9606.ENSP00000335357	9606.ENSP00000355922	0	0	0	0	0.666	0	0	0.210	0.725
CDKN3	HJURP	9606.ENSP00000335357	9606.ENSP00000414109	0	0	0	0	0.780	0	0	0.051	0.782
CDKN3	KIF2C	9606.ENSP00000335357	9606.ENSP00000361298	0	0	0	0	0.784	0	0	0.071	0.791
CDKN3	KIF4A	9606.ENSP00000335357	9606.ENSP00000363524	0	0	0	0	0.787	0	0	0.111	0.803
CDKN3	CEP55	9606.ENSP00000335357	9606.ENSP00000360540	0	0	0	0	0.798	0	0	0.154	0.822
CDKN3	NUSAP1	9606.ENSP00000335357	9606.ENSP00000499238	0	0	0	0	0.802	0	0	0.180	0.831
CDKN3	HMMR	9606.ENSP00000335357	9606.ENSP00000377492	0	0	0	0	0.801	0.089	0	0.154	0.833
CDKN3	KIF20A	9606.ENSP00000335357	9606.ENSP00000378356	0	0	0	0	0.812	0	0	0.158	0.835
CDKN3	PTTG1	9606.ENSP00000335357	9606.ENSP00000377536	0	0	0	0	0.800	0	0	0.230	0.840
CDKN3	UBE2C	9606.ENSP00000335357	9606.ENSP00000348838	0	0	0	0	0.808	0.047	0	0.230	0.847
CDKN3	TTK	9606.ENSP00000335357	9606.ENSP00000358813	0	0	0	0	0.788	0.071	0	0.295	0.849
CDKN3	PBK	9606.ENSP00000335357	9606.ENSP00000428489	0	0	0	0	0.819	0.092	0	0.226	0.861
CDKN3	TOP2A	9606.ENSP00000335357	9606.ENSP00000411532	0	0	0	0	0.800	0	0	0.341	0.863
CDKN3	PRC1	9606.ENSP00000335357	9606.ENSP00000377793	0	0	0	0	0.794	0.124	0	0.404	0.883
CEACAM5	EPCAM	9606.ENSP00000221992	9606.ENSP00000263735	0	0	0	0	0.083	0	0	0.746	0.757
CENPE	NCAPH	9606.ENSP00000265148	9606.ENSP00000240423	0	0	0	0	0.527	0.096	0	0.406	0.724
CENPE	DLGAP5	9606.ENSP00000265148	9606.ENSP00000247191	0	0	0	0	0.863	0	0	0.700	0.957
CENPE	NCAPG	9606.ENSP00000265148	9606.ENSP00000251496	0	0	0	0	0.859	0	0	0.459	0.920
CENPE	ESPL1	9606.ENSP00000265148	9606.ENSP00000257934	0	0	0	0	0.600	0	0.500	0.566	0.905
CENPE	KIF23	9606.ENSP00000265148	9606.ENSP00000260363	0	0	0	0.595	0.921	0	0.400	0.410	0.969
CENPE	KIF11	9606.ENSP00000265148	9606.ENSP00000260731	0	0	0	0.622	0.958	0.305	0.400	0.419	0.988
CENPE	NDC80	9606.ENSP00000265148	9606.ENSP00000261597	0	0	0	0	0.836	0.289	0	0.835	0.979
CENPE	KIF18A	9606.ENSP00000265148	9606.ENSP00000263181	0	0	0	0.639	0.833	0.079	0.800	0.571	0.985
CENPE	CENPU	9606.ENSP00000265148	9606.ENSP00000281453	0	0	0	0	0.411	0	0	0.528	0.710
CENPE	FOXM1	9606.ENSP00000265148	9606.ENSP00000342307	0	0	0	0	0.589	0.045	0	0.339	0.718
CENPE	ERCC6L	9606.ENSP00000265148	9606.ENSP00000334675	0	0	0	0	0.423	0.066	0	0.546	0.734
CENPE	CHEK1	9606.ENSP00000265148	9606.ENSP00000391090	0	0	0	0	0.421	0	0	0.597	0.757
CENPE	KNTC1	9606.ENSP00000265148	9606.ENSP00000328236	0	0	0	0	0.602	0	0	0.426	0.762
CENPE	EXO1	9606.ENSP00000265148	9606.ENSP00000355506	0	0	0	0	0.574	0	0	0.508	0.781
CENPE	CKAP5	9606.ENSP00000265148	9606.ENSP00000432768	0	0	0	0	0.266	0.297	0	0.623	0.788
CENPE	TACC3	9606.ENSP00000265148	9606.ENSP00000326550	0	0	0	0	0.496	0.094	0	0.586	0.795
CENPE	PTTG1	9606.ENSP00000265148	9606.ENSP00000377536	0	0	0	0	0.505	0	0	0.606	0.796
CENPE	UBE2C	9606.ENSP00000265148	9606.ENSP00000348838	0	0	0	0	0.647	0.045	0	0.462	0.803
CENPE	SPAG5	9606.ENSP00000265148	9606.ENSP00000323300	0	0	0	0	0.664	0.091	0	0.431	0.811
CENPE	KIFC1	9606.ENSP00000265148	9606.ENSP00000393963	0	0	0	0.634	0.469	0.178	0.400	0.371	0.813
CENPE	CKAP2	9606.ENSP00000265148	9606.ENSP00000367276	0	0	0	0	0.763	0	0	0.316	0.831
CENPE	RACGAP1	9606.ENSP00000265148	9606.ENSP00000404190	0	0	0	0	0.531	0	0.400	0.456	0.833
CENPE	NEK2	9606.ENSP00000265148	9606.ENSP00000355966	0	0	0	0	0.586	0	0	0.616	0.834
CENPE	ECT2	9606.ENSP00000265148	9606.ENSP00000376457	0	0	0	0	0.620	0	0	0.605	0.844
CENPE	KIF14	9606.ENSP00000265148	9606.ENSP00000356319	0	0	0	0.574	0.795	0	0	0.304	0.851
CENPE	SMC2	9606.ENSP00000265148	9606.ENSP00000286398	0	0	0	0	0.830	0.093	0	0.172	0.861
CENPE	PLK4	9606.ENSP00000265148	9606.ENSP00000270861	0	0	0	0	0.763	0.095	0	0.424	0.866
CENPE	ZWILCH	9606.ENSP00000265148	9606.ENSP00000311429	0	0	0	0	0.484	0.125	0	0.736	0.870
CENPE	ZWINT	9606.ENSP00000265148	9606.ENSP00000363055	0	0	0	0	0.488	0.087	0	0.760	0.878
CENPE	CENPI	9606.ENSP00000265148	9606.ENSP00000362018	0	0	0	0	0.381	0.114	0	0.803	0.882
CENPE	SKA1	9606.ENSP00000265148	9606.ENSP00000285116	0	0	0	0	0.544	0.226	0	0.704	0.886
CENPE	MELK	9606.ENSP00000265148	9606.ENSP00000298048	0	0	0	0	0.836	0	0	0.338	0.886
CENPE	KIF2A	9606.ENSP00000265148	9606.ENSP00000385000	0	0	0	0.608	0.278	0.068	0.800	0.257	0.886
CENPE	PBK	9606.ENSP00000265148	9606.ENSP00000428489	0	0	0	0	0.827	0.083	0	0.356	0.889
CENPE	TPX2	9606.ENSP00000265148	9606.ENSP00000300403	0	0	0	0	0.804	0	0	0.480	0.894
CENPE	SMC4	9606.ENSP00000265148	9606.ENSP00000341382	0	0	0	0	0.668	0.093	0	0.693	0.899
CENPE	HJURP	9606.ENSP00000265148	9606.ENSP00000414109	0	0	0	0	0.801	0	0	0.587	0.914
CENPE	MKI67	9606.ENSP00000265148	9606.ENSP00000357643	0	0	0	0	0.876	0.095	0	0.356	0.921
CENPE	TOP2A	9606.ENSP00000265148	9606.ENSP00000411532	0	0	0	0	0.855	0	0	0.512	0.926
CENPE	HMMR	9606.ENSP00000265148	9606.ENSP00000377492	0	0	0	0	0.807	0.057	0	0.625	0.926
CENPE	NUSAP1	9606.ENSP00000265148	9606.ENSP00000499238	0	0	0.228	0	0.844	0	0	0.455	0.929
CENPE	KIF15	9606.ENSP00000265148	9606.ENSP00000324020	0	0	0	0.605	0.855	0	0.400	0.288	0.932
CENPE	CEP55	9606.ENSP00000265148	9606.ENSP00000360540	0	0	0	0	0.838	0	0	0.621	0.936
CENPE	MAD2L1	9606.ENSP00000265148	9606.ENSP00000296509	0	0	0	0	0.450	0.222	0.500	0.762	0.942
CENPE	KIF4A	9606.ENSP00000265148	9606.ENSP00000363524	0	0	0	0.628	0.839	0	0.400	0.589	0.957
CENPE	KIF20A	9606.ENSP00000265148	9606.ENSP00000378356	0	0	0	0.575	0.852	0.292	0.400	0.541	0.967
CENPE	TTK	9606.ENSP00000265148	9606.ENSP00000358813	0	0	0	0	0.864	0	0	0.776	0.968
CENPE	PLK1	9606.ENSP00000265148	9606.ENSP00000300093	0	0	0	0	0.506	0.066	0.800	0.787	0.977
CENPE	KIF2C	9606.ENSP00000265148	9606.ENSP00000361298	0	0	0	0.614	0.836	0.068	0.800	0.672	0.988
CENPE	PRC1	9606.ENSP00000265148	9606.ENSP00000377793	0	0	0	0	0.829	0.633	0	0.859	0.990
CENPE	CENPF	9606.ENSP00000265148	9606.ENSP00000355922	0	0	0	0	0.926	0.230	0	0.986	0.999
CENPF	TRIP13	9606.ENSP00000355922	9606.ENSP00000166345	0	0	0	0	0.540	0	0	0.471	0.746
CENPF	DLGAP5	9606.ENSP00000355922	9606.ENSP00000247191	0	0	0	0	0.913	0	0	0.743	0.976
CENPF	E2F8	9606.ENSP00000355922	9606.ENSP00000250024	0	0	0	0	0.587	0	0	0.542	0.803
CENPF	NCAPG	9606.ENSP00000355922	9606.ENSP00000251496	0	0	0	0	0.827	0	0	0.582	0.924
CENPF	TROAP	9606.ENSP00000355922	9606.ENSP00000257909	0	0	0	0	0.669	0	0	0.315	0.764
CENPF	ESPL1	9606.ENSP00000355922	9606.ENSP00000257934	0	0	0	0	0.755	0	0.500	0.443	0.926
CENPF	KIF23	9606.ENSP00000355922	9606.ENSP00000260363	0	0	0	0	0.854	0	0	0.542	0.930
CENPF	KIF11	9606.ENSP00000355922	9606.ENSP00000260731	0	0	0	0	0.903	0	0	0.728	0.972
CENPF	NDC80	9606.ENSP00000355922	9606.ENSP00000261597	0	0	0	0	0.853	0	0.720	0.727	0.987
CENPF	KIF18A	9606.ENSP00000355922	9606.ENSP00000263181	0	0	0	0	0.625	0	0	0.617	0.850
CENPF	CENPU	9606.ENSP00000355922	9606.ENSP00000281453	0	0	0	0	0.442	0.164	0	0.480	0.736
CENPF	SPC25	9606.ENSP00000355922	9606.ENSP00000282074	0	0	0	0	0.668	0	0	0.232	0.734
CENPF	SKA1	9606.ENSP00000355922	9606.ENSP00000285116	0	0	0	0	0.362	0	0.900	0.507	0.965
CENPF	SMC2	9606.ENSP00000355922	9606.ENSP00000286398	0	0	0	0	0.744	0	0	0.117	0.764
CENPF	MAD2L1	9606.ENSP00000355922	9606.ENSP00000296509	0	0	0	0	0.657	0	0.500	0.544	0.915
CENPF	MELK	9606.ENSP00000355922	9606.ENSP00000298048	0	0	0	0	0.809	0	0	0.595	0.919
CENPF	PCLAF	9606.ENSP00000355922	9606.ENSP00000300035	0	0	0	0	0.802	0	0	0.509	0.898
CENPF	PLK1	9606.ENSP00000355922	9606.ENSP00000300093	0	0	0	0	0.508	0	0.800	0.748	0.973
CENPF	TPX2	9606.ENSP00000355922	9606.ENSP00000300403	0	0	0	0	0.829	0	0	0.746	0.954
CENPF	ZWILCH	9606.ENSP00000355922	9606.ENSP00000311429	0	0	0	0	0.314	0	0	0.679	0.770
CENPF	SPAG5	9606.ENSP00000355922	9606.ENSP00000323300	0	0	0	0	0.838	0.045	0	0.436	0.905
CENPF	KIF15	9606.ENSP00000355922	9606.ENSP00000324020	0	0	0	0	0.898	0	0	0.615	0.959
CENPF	TACC3	9606.ENSP00000355922	9606.ENSP00000326550	0	0	0	0	0.382	0.053	0	0.536	0.705
CENPF	KNTC1	9606.ENSP00000355922	9606.ENSP00000328236	0	0	0	0	0.618	0	0	0.486	0.795
CENPF	SMC4	9606.ENSP00000355922	9606.ENSP00000341382	0	0	0	0	0.516	0	0	0.604	0.800
CENPF	FOXM1	9606.ENSP00000355922	9606.ENSP00000342307	0	0	0	0	0.747	0	0.750	0.845	0.989
CENPF	UBE2C	9606.ENSP00000355922	9606.ENSP00000348838	0	0	0	0	0.769	0	0	0.753	0.940
CENPF	RRM2	9606.ENSP00000355922	9606.ENSP00000353770	0	0	0	0	0.530	0	0	0.638	0.822
CENPF	EXO1	9606.ENSP00000355922	9606.ENSP00000355506	0	0	0	0	0.788	0	0	0.549	0.900
